Quarter,Region,State,Purpose,Trips
2002 Q1,Riverina,New South Wales,Holiday,60
2002 Q2,Riverina,New South Wales,Holiday,77
2002 Q3,Riverina,New South Wales,Holiday,62
2002 Q4,Riverina,New South Wales,Holiday,79
2003 Q1,Riverina,New South Wales,Holiday,28
2003 Q2,Riverina,New South Wales,Holiday,84
2003 Q3,Riverina,New South Wales,Holiday,97
2003 Q4,Riverina,New South Wales,Holiday,64
2004 Q1,Riverina,New South Wales,Holiday,48
2004 Q2,Riverina,New South Wales,Holiday,66
2004 Q3,Riverina,New South Wales,Holiday,67
2004 Q4,Riverina,New South Wales,Holiday,62
2005 Q1,Riverina,New South Wales,Holiday,56
2005 Q2,Riverina,New South Wales,Holiday,37
2005 Q3,Riverina,New South Wales,Holiday,64
2005 Q4,Riverina,New South Wales,Holiday,48
2006 Q1,Riverina,New South Wales,Holiday,62
2006 Q2,Riverina,New South Wales,Holiday,77
2006 Q3,Riverina,New South Wales,Holiday,58
2006 Q4,Riverina,New South Wales,Holiday,49
2007 Q1,Riverina,New South Wales,Holiday,37
2007 Q2,Riverina,New South Wales,Holiday,71
2007 Q3,Riverina,New South Wales,Holiday,50
2007 Q4,Riverina,New South Wales,Holiday,49
2008 Q1,Riverina,New South Wales,Holiday,44
2008 Q2,Riverina,New South Wales,Holiday,57
2008 Q3,Riverina,New South Wales,Holiday,58
2008 Q4,Riverina,New South Wales,Holiday,60
2009 Q1,Riverina,New South Wales,Holiday,51
2009 Q2,Riverina,New South Wales,Holiday,83
2009 Q3,Riverina,New South Wales,Holiday,82
2009 Q4,Riverina,New South Wales,Holiday,58
2010 Q1,Riverina,New South Wales,Holiday,49
2010 Q2,Riverina,New South Wales,Holiday,74
2010 Q3,Riverina,New South Wales,Holiday,79
2010 Q4,Riverina,New South Wales,Holiday,64
2011 Q1,Riverina,New South Wales,Holiday,58
2011 Q2,Riverina,New South Wales,Holiday,70
2011 Q3,Riverina,New South Wales,Holiday,60
2011 Q4,Riverina,New South Wales,Holiday,53
2012 Q1,Riverina,New South Wales,Holiday,54
2012 Q2,Riverina,New South Wales,Holiday,79
2012 Q3,Riverina,New South Wales,Holiday,51
2012 Q4,Riverina,New South Wales,Holiday,73
2013 Q1,Riverina,New South Wales,Holiday,47
2013 Q2,Riverina,New South Wales,Holiday,86
2013 Q3,Riverina,New South Wales,Holiday,57
2013 Q4,Riverina,New South Wales,Holiday,47
2014 Q1,Riverina,New South Wales,Holiday,48
2014 Q2,Riverina,New South Wales,Holiday,80
2014 Q3,Riverina,New South Wales,Holiday,87
2014 Q4,Riverina,New South Wales,Holiday,75
2015 Q1,Riverina,New South Wales,Holiday,84
2015 Q2,Riverina,New South Wales,Holiday,103
2015 Q3,Riverina,New South Wales,Holiday,73
2015 Q4,Riverina,New South Wales,Holiday,54
2016 Q1,Riverina,New South Wales,Holiday,68
2016 Q2,Riverina,New South Wales,Holiday,109
2016 Q3,Riverina,New South Wales,Holiday,76
2016 Q4,Riverina,New South Wales,Holiday,73
2017 Q1,Riverina,New South Wales,Holiday,41
2017 Q2,Riverina,New South Wales,Holiday,108
2017 Q3,Riverina,New South Wales,Holiday,66
2017 Q4,Riverina,New South Wales,Holiday,50
1998 Q1,Riverina,New South Wales,Other,15
1998 Q2,Riverina,New South Wales,Other,19
1998 Q3,Riverina,New South Wales,Other,1
1998 Q4,Riverina,New South Wales,Other,0
1999 Q1,Riverina,New South Wales,Other,5
1999 Q2,Riverina,New South Wales,Other,5
1999 Q3,Riverina,New South Wales,Other,7
1999 Q4,Riverina,New South Wales,Other,9
2000 Q1,Riverina,New South Wales,Other,10
2000 Q2,Riverina,New South Wales,Other,30
2000 Q3,Riverina,New South Wales,Other,12
2000 Q4,Riverina,New South Wales,Other,20
2001 Q1,Riverina,New South Wales,Other,2
2001 Q2,Riverina,New South Wales,Other,14
2001 Q3,Riverina,New South Wales,Other,10
2001 Q4,Riverina,New South Wales,Other,3
2002 Q1,Riverina,New South Wales,Other,2
2002 Q2,Riverina,New South Wales,Other,9
2002 Q3,Riverina,New South Wales,Other,29
2002 Q4,Riverina,New South Wales,Other,5
2003 Q1,Riverina,New South Wales,Other,2
2003 Q2,Riverina,New South Wales,Other,4
2003 Q3,Riverina,New South Wales,Other,5
2003 Q4,Riverina,New South Wales,Other,11
2004 Q1,Riverina,New South Wales,Other,4
2004 Q2,Riverina,New South Wales,Other,8
2004 Q3,Riverina,New South Wales,Other,8
2004 Q4,Riverina,New South Wales,Other,0
2005 Q1,Riverina,New South Wales,Other,11
2005 Q2,Riverina,New South Wales,Other,4
2005 Q3,Riverina,New South Wales,Other,6
2005 Q4,Riverina,New South Wales,Other,13
2006 Q1,Riverina,New South Wales,Other,8
2006 Q2,Riverina,New South Wales,Other,9
2006 Q3,Riverina,New South Wales,Other,13
2006 Q4,Riverina,New South Wales,Other,10
2007 Q1,Riverina,New South Wales,Other,6
2007 Q2,Riverina,New South Wales,Other,10
2007 Q3,Riverina,New South Wales,Other,17
2007 Q4,Riverina,New South Wales,Other,8
2008 Q1,Riverina,New South Wales,Other,9
2008 Q2,Riverina,New South Wales,Other,11
2008 Q3,Riverina,New South Wales,Other,8
2008 Q4,Riverina,New South Wales,Other,3
2009 Q1,Riverina,New South Wales,Other,11
2009 Q2,Riverina,New South Wales,Other,18
2009 Q3,Riverina,New South Wales,Other,15
2009 Q4,Riverina,New South Wales,Other,5
2010 Q1,Riverina,New South Wales,Other,6
2010 Q2,Riverina,New South Wales,Other,7
2010 Q3,Riverina,New South Wales,Other,28
2010 Q4,Riverina,New South Wales,Other,19
2011 Q1,Riverina,New South Wales,Other,8
2011 Q2,Riverina,New South Wales,Other,23
2011 Q3,Riverina,New South Wales,Other,12
2011 Q4,Riverina,New South Wales,Other,3
2012 Q1,Riverina,New South Wales,Other,31
2012 Q2,Riverina,New South Wales,Other,18
2012 Q3,Riverina,New South Wales,Other,30
2012 Q4,Riverina,New South Wales,Other,5
2013 Q1,Riverina,New South Wales,Other,7
2013 Q2,Riverina,New South Wales,Other,29
2013 Q3,Riverina,New South Wales,Other,19
2013 Q4,Riverina,New South Wales,Other,5
2014 Q1,Riverina,New South Wales,Other,13
2014 Q2,Riverina,New South Wales,Other,35
2014 Q3,Riverina,New South Wales,Other,20
2014 Q4,Riverina,New South Wales,Other,22
2015 Q1,Riverina,New South Wales,Other,24
2015 Q2,Riverina,New South Wales,Other,28
2015 Q3,Riverina,New South Wales,Other,30
2015 Q4,Riverina,New South Wales,Other,14
2016 Q1,Riverina,New South Wales,Other,10
2016 Q2,Riverina,New South Wales,Other,32
2016 Q3,Riverina,New South Wales,Other,29
2016 Q4,Riverina,New South Wales,Other,14
2017 Q1,Riverina,New South Wales,Other,7
2017 Q2,Riverina,New South Wales,Other,15
2017 Q3,Riverina,New South Wales,Other,9
2017 Q4,Riverina,New South Wales,Other,11
1998 Q1,Riverina,New South Wales,Visiting,72
1998 Q2,Riverina,New South Wales,Visiting,95
1998 Q3,Riverina,New South Wales,Visiting,59
1998 Q4,Riverina,New South Wales,Visiting,91
1999 Q1,Riverina,New South Wales,Visiting,106
1999 Q2,Riverina,New South Wales,Visiting,71
1999 Q3,Riverina,New South Wales,Visiting,59
1999 Q4,Riverina,New South Wales,Visiting,112
2000 Q1,Riverina,New South Wales,Visiting,79
2000 Q2,Riverina,New South Wales,Visiting,68
2000 Q3,Riverina,New South Wales,Visiting,52
2000 Q4,Riverina,New South Wales,Visiting,110
2001 Q1,Riverina,New South Wales,Visiting,63
2001 Q2,Riverina,New South Wales,Visiting,81
2001 Q3,Riverina,New South Wales,Visiting,85
2001 Q4,Riverina,New South Wales,Visiting,127
2002 Q1,Riverina,New South Wales,Visiting,76
2002 Q2,Riverina,New South Wales,Visiting,92
2002 Q3,Riverina,New South Wales,Visiting,65
2002 Q4,Riverina,New South Wales,Visiting,126
2003 Q1,Riverina,New South Wales,Visiting,126
2003 Q2,Riverina,New South Wales,Visiting,70
2003 Q3,Riverina,New South Wales,Visiting,78
2003 Q4,Riverina,New South Wales,Visiting,116
2004 Q1,Riverina,New South Wales,Visiting,93
2004 Q2,Riverina,New South Wales,Visiting,75
2004 Q3,Riverina,New South Wales,Visiting,102
2004 Q4,Riverina,New South Wales,Visiting,136
2005 Q1,Riverina,New South Wales,Visiting,100
2005 Q2,Riverina,New South Wales,Visiting,114
2005 Q3,Riverina,New South Wales,Visiting,72
2005 Q4,Riverina,New South Wales,Visiting,67
2006 Q1,Riverina,New South Wales,Visiting,98
2006 Q2,Riverina,New South Wales,Visiting,105
2006 Q3,Riverina,New South Wales,Visiting,67
2006 Q4,Riverina,New South Wales,Visiting,86
2007 Q1,Riverina,New South Wales,Visiting,98
2007 Q2,Riverina,New South Wales,Visiting,92
2007 Q3,Riverina,New South Wales,Visiting,65
2007 Q4,Riverina,New South Wales,Visiting,105
2008 Q1,Riverina,New South Wales,Visiting,64
2008 Q2,Riverina,New South Wales,Visiting,63
2008 Q3,Riverina,New South Wales,Visiting,81
2008 Q4,Riverina,New South Wales,Visiting,101
2009 Q1,Riverina,New South Wales,Visiting,57
2009 Q2,Riverina,New South Wales,Visiting,58
2009 Q3,Riverina,New South Wales,Visiting,63
2009 Q4,Riverina,New South Wales,Visiting,92
2010 Q1,Riverina,New South Wales,Visiting,110
2010 Q2,Riverina,New South Wales,Visiting,63
2010 Q3,Riverina,New South Wales,Visiting,101
2010 Q4,Riverina,New South Wales,Visiting,101
2011 Q1,Riverina,New South Wales,Visiting,71
2011 Q2,Riverina,New South Wales,Visiting,77
2011 Q3,Riverina,New South Wales,Visiting,69
2011 Q4,Riverina,New South Wales,Visiting,93
2012 Q1,Riverina,New South Wales,Visiting,72
2012 Q2,Riverina,New South Wales,Visiting,75
2012 Q3,Riverina,New South Wales,Visiting,66
2012 Q4,Riverina,New South Wales,Visiting,84
2013 Q1,Riverina,New South Wales,Visiting,106
2013 Q2,Riverina,New South Wales,Visiting,101
2013 Q3,Riverina,New South Wales,Visiting,65
2013 Q4,Riverina,New South Wales,Visiting,112
2014 Q1,Riverina,New South Wales,Visiting,82
2014 Q2,Riverina,New South Wales,Visiting,61
2014 Q3,Riverina,New South Wales,Visiting,79
2014 Q4,Riverina,New South Wales,Visiting,112
2015 Q1,Riverina,New South Wales,Visiting,87
2015 Q2,Riverina,New South Wales,Visiting,97
2015 Q3,Riverina,New South Wales,Visiting,76
2015 Q4,Riverina,New South Wales,Visiting,113
2016 Q1,Riverina,New South Wales,Visiting,101
2016 Q2,Riverina,New South Wales,Visiting,107
2016 Q3,Riverina,New South Wales,Visiting,74
2016 Q4,Riverina,New South Wales,Visiting,85
2017 Q1,Riverina,New South Wales,Visiting,104
2017 Q2,Riverina,New South Wales,Visiting,77
2017 Q3,Riverina,New South Wales,Visiting,75
2017 Q4,Riverina,New South Wales,Visiting,106
1998 Q1,Riverland,South Australia,Business,8
1998 Q2,Riverland,South Australia,Business,6
1998 Q3,Riverland,South Australia,Business,11
1998 Q4,Riverland,South Australia,Business,20
1999 Q1,Riverland,South Australia,Business,6
1999 Q2,Riverland,South Australia,Business,12
1999 Q3,Riverland,South Australia,Business,10
1999 Q4,Riverland,South Australia,Business,4
2000 Q1,Riverland,South Australia,Business,14
2000 Q2,Riverland,South Australia,Business,13
2000 Q3,Riverland,South Australia,Business,35
2000 Q4,Riverland,South Australia,Business,8
2001 Q1,Riverland,South Australia,Business,12
2001 Q2,Riverland,South Australia,Business,19
2001 Q3,Riverland,South Australia,Business,4
2001 Q4,Riverland,South Australia,Business,2
2002 Q1,Riverland,South Australia,Business,2
2002 Q2,Riverland,South Australia,Business,5
2002 Q3,Riverland,South Australia,Business,15
2002 Q4,Riverland,South Australia,Business,6
2003 Q1,Riverland,South Australia,Business,3
2003 Q2,Riverland,South Australia,Business,9
2003 Q3,Riverland,South Australia,Business,15
2003 Q4,Riverland,South Australia,Business,11
2004 Q1,Riverland,South Australia,Business,20
2004 Q2,Riverland,South Australia,Business,9
2004 Q3,Riverland,South Australia,Business,7
2004 Q4,Riverland,South Australia,Business,18
2005 Q1,Riverland,South Australia,Business,13
2005 Q2,Riverland,South Australia,Business,8
2005 Q3,Riverland,South Australia,Business,11
2005 Q4,Riverland,South Australia,Business,8
2006 Q1,Riverland,South Australia,Business,5
2006 Q2,Riverland,South Australia,Business,8
2006 Q3,Riverland,South Australia,Business,10
2006 Q4,Riverland,South Australia,Business,5
2007 Q1,Riverland,South Australia,Business,11
2007 Q2,Riverland,South Australia,Business,16
2007 Q3,Riverland,South Australia,Business,12
2007 Q4,Riverland,South Australia,Business,16
2008 Q1,Riverland,South Australia,Business,3
2008 Q2,Riverland,South Australia,Business,3
2008 Q3,Riverland,South Australia,Business,12
2008 Q4,Riverland,South Australia,Business,3
2009 Q1,Riverland,South Australia,Business,8
2009 Q2,Riverland,South Australia,Business,6
2009 Q3,Riverland,South Australia,Business,5
2009 Q4,Riverland,South Australia,Business,6
2010 Q1,Riverland,South Australia,Business,3
2010 Q2,Riverland,South Australia,Business,0
2010 Q3,Riverland,South Australia,Business,3
2010 Q4,Riverland,South Australia,Business,8
2011 Q1,Riverland,South Australia,Business,1
2011 Q2,Riverland,South Australia,Business,4
2011 Q3,Riverland,South Australia,Business,10
2011 Q4,Riverland,South Australia,Business,2
2012 Q1,Riverland,South Australia,Business,3
2012 Q2,Riverland,South Australia,Business,8
2012 Q3,Riverland,South Australia,Business,5
2012 Q4,Riverland,South Australia,Business,4
2013 Q1,Riverland,South Australia,Business,1
2013 Q2,Riverland,South Australia,Business,9
2013 Q3,Riverland,South Australia,Business,14
2013 Q4,Riverland,South Australia,Business,6
2014 Q1,Riverland,South Australia,Business,5
2014 Q2,Riverland,South Australia,Business,14
2014 Q3,Riverland,South Australia,Business,11
2014 Q4,Riverland,South Australia,Business,8
2015 Q1,Riverland,South Australia,Business,5
2015 Q2,Riverland,South Australia,Business,6
2015 Q3,Riverland,South Australia,Business,32
2015 Q4,Riverland,South Australia,Business,7
2016 Q1,Riverland,South Australia,Business,5
2016 Q2,Riverland,South Australia,Business,9
2016 Q3,Riverland,South Australia,Business,12
2016 Q4,Riverland,South Australia,Business,10
2017 Q1,Riverland,South Australia,Business,1
2017 Q2,Riverland,South Australia,Business,3
2017 Q3,Riverland,South Australia,Business,18
2017 Q4,Riverland,South Australia,Business,29
1998 Q1,Riverland,South Australia,Holiday,68
1998 Q2,Riverland,South Australia,Holiday,61
1998 Q3,Riverland,South Australia,Holiday,34
1998 Q4,Riverland,South Australia,Holiday,58
1999 Q1,Riverland,South Australia,Holiday,54
1999 Q2,Riverland,South Australia,Holiday,72
1999 Q3,Riverland,South Australia,Holiday,41
1999 Q4,Riverland,South Australia,Holiday,47
2000 Q1,Riverland,South Australia,Holiday,58
2000 Q2,Riverland,South Australia,Holiday,45
2000 Q3,Riverland,South Australia,Holiday,57
2000 Q4,Riverland,South Australia,Holiday,39
2001 Q1,Riverland,South Australia,Holiday,55
2001 Q2,Riverland,South Australia,Holiday,45
2001 Q3,Riverland,South Australia,Holiday,27
2001 Q4,Riverland,South Australia,Holiday,42
2002 Q1,Riverland,South Australia,Holiday,45
2002 Q2,Riverland,South Australia,Holiday,44
2002 Q3,Riverland,South Australia,Holiday,34
2002 Q4,Riverland,South Australia,Holiday,40
2003 Q1,Riverland,South Australia,Holiday,54
2003 Q2,Riverland,South Australia,Holiday,47
2003 Q3,Riverland,South Australia,Holiday,23
2003 Q4,Riverland,South Australia,Holiday,47
2004 Q1,Riverland,South Australia,Holiday,45
2004 Q2,Riverland,South Australia,Holiday,66
2004 Q3,Riverland,South Australia,Holiday,42
2004 Q4,Riverland,South Australia,Holiday,39
2005 Q1,Riverland,South Australia,Holiday,49
2005 Q2,Riverland,South Australia,Holiday,49
2005 Q3,Riverland,South Australia,Holiday,36
2005 Q4,Riverland,South Australia,Holiday,34
2006 Q1,Riverland,South Australia,Holiday,50
2006 Q2,Riverland,South Australia,Holiday,73
2006 Q3,Riverland,South Australia,Holiday,30
2006 Q4,Riverland,South Australia,Holiday,49
2007 Q1,Riverland,South Australia,Holiday,32
2007 Q2,Riverland,South Australia,Holiday,40
2007 Q3,Riverland,South Australia,Holiday,48
2007 Q4,Riverland,South Australia,Holiday,37
2008 Q1,Riverland,South Australia,Holiday,59
2008 Q2,Riverland,South Australia,Holiday,21
2008 Q3,Riverland,South Australia,Holiday,31
2008 Q4,Riverland,South Australia,Holiday,34
2009 Q1,Riverland,South Australia,Holiday,41
2009 Q2,Riverland,South Australia,Holiday,52
2009 Q3,Riverland,South Australia,Holiday,28
2009 Q4,Riverland,South Australia,Holiday,29
2010 Q1,Riverland,South Australia,Holiday,56
2010 Q2,Riverland,South Australia,Holiday,37
2010 Q3,Riverland,South Australia,Holiday,42
2010 Q4,Riverland,South Australia,Holiday,40
2011 Q1,Riverland,South Australia,Holiday,38
2011 Q2,Riverland,South Australia,Holiday,44
2011 Q3,Riverland,South Australia,Holiday,37
2011 Q4,Riverland,South Australia,Holiday,35
2012 Q1,Riverland,South Australia,Holiday,35
2012 Q2,Riverland,South Australia,Holiday,35
2012 Q3,Riverland,South Australia,Holiday,35
2012 Q4,Riverland,South Australia,Holiday,49
2013 Q1,Riverland,South Australia,Holiday,44
2013 Q2,Riverland,South Australia,Holiday,49
2013 Q3,Riverland,South Australia,Holiday,24
2013 Q4,Riverland,South Australia,Holiday,59
2014 Q1,Riverland,South Australia,Holiday,50
2014 Q2,Riverland,South Australia,Holiday,39
2014 Q3,Riverland,South Australia,Holiday,27
2014 Q4,Riverland,South Australia,Holiday,73
2015 Q1,Riverland,South Australia,Holiday,78
2015 Q2,Riverland,South Australia,Holiday,50
2015 Q3,Riverland,South Australia,Holiday,43
2015 Q4,Riverland,South Australia,Holiday,39
2016 Q1,Riverland,South Australia,Holiday,63
2016 Q2,Riverland,South Australia,Holiday,69
2016 Q3,Riverland,South Australia,Holiday,46
2016 Q4,Riverland,South Australia,Holiday,38
2017 Q1,Riverland,South Australia,Holiday,62
2017 Q2,Riverland,South Australia,Holiday,56
2017 Q3,Riverland,South Australia,Holiday,39
2017 Q4,Riverland,South Australia,Holiday,68
1998 Q1,Riverland,South Australia,Other,0
1998 Q2,Riverland,South Australia,Other,1
1998 Q3,Riverland,South Australia,Other,0
1998 Q4,Riverland,South Australia,Other,0
1999 Q1,Riverland,South Australia,Other,1
1999 Q2,Riverland,South Australia,Other,1
1999 Q3,Riverland,South Australia,Other,0
1999 Q4,Riverland,South Australia,Other,6
2000 Q1,Riverland,South Australia,Other,0
2000 Q2,Riverland,South Australia,Other,0
2000 Q3,Riverland,South Australia,Other,0
2000 Q4,Riverland,South Australia,Other,4
2001 Q1,Riverland,South Australia,Other,5
2001 Q2,Riverland,South Australia,Other,3
2001 Q3,Riverland,South Australia,Other,0
2001 Q4,Riverland,South Australia,Other,0
2002 Q1,Riverland,South Australia,Other,0
2002 Q2,Riverland,South Australia,Other,0
2002 Q3,Riverland,South Australia,Other,5
2002 Q4,Riverland,South Australia,Other,1
2003 Q1,Riverland,South Australia,Other,2
2003 Q2,Riverland,South Australia,Other,0
2003 Q3,Riverland,South Australia,Other,2
2003 Q4,Riverland,South Australia,Other,1
2004 Q1,Riverland,South Australia,Other,3
2004 Q2,Riverland,South Australia,Other,5
2004 Q3,Riverland,South Australia,Other,2
2004 Q4,Riverland,South Australia,Other,0
2005 Q1,Riverland,South Australia,Other,3
2005 Q2,Riverland,South Australia,Other,3
2005 Q3,Riverland,South Australia,Other,6
2005 Q4,Riverland,South Australia,Other,1
2006 Q1,Riverland,South Australia,Other,1
2006 Q2,Riverland,South Australia,Other,0
2006 Q3,Riverland,South Australia,Other,6
2006 Q4,Riverland,South Australia,Other,0
2007 Q1,Riverland,South Australia,Other,3
2007 Q2,Riverland,South Australia,Other,6
2007 Q3,Riverland,South Australia,Other,2
2007 Q4,Riverland,South Australia,Other,1
2008 Q1,Riverland,South Australia,Other,1
2008 Q2,Riverland,South Australia,Other,0
2008 Q3,Riverland,South Australia,Other,1
2008 Q4,Riverland,South Australia,Other,1
2009 Q1,Riverland,South Australia,Other,0
2009 Q2,Riverland,South Australia,Other,3
2009 Q3,Riverland,South Australia,Other,6
2009 Q4,Riverland,South Australia,Other,2
2010 Q1,Riverland,South Australia,Other,1
2010 Q2,Riverland,South Australia,Other,2
2010 Q3,Riverland,South Australia,Other,0
2010 Q4,Riverland,South Australia,Other,4
2011 Q1,Riverland,South Australia,Other,2
2011 Q2,Riverland,South Australia,Other,1
2011 Q3,Riverland,South Australia,Other,1
2011 Q4,Riverland,South Australia,Other,0
2012 Q1,Riverland,South Australia,Other,3
2012 Q2,Riverland,South Australia,Other,3
2012 Q3,Riverland,South Australia,Other,0
2012 Q4,Riverland,South Australia,Other,1
2013 Q1,Riverland,South Australia,Other,0
2013 Q2,Riverland,South Australia,Other,2
2013 Q3,Riverland,South Australia,Other,1
2013 Q4,Riverland,South Australia,Other,1
2014 Q1,Riverland,South Australia,Other,4
2014 Q2,Riverland,South Australia,Other,2
2014 Q3,Riverland,South Australia,Other,0
2014 Q4,Riverland,South Australia,Other,0
2015 Q1,Riverland,South Australia,Other,1
2015 Q2,Riverland,South Australia,Other,4
2015 Q3,Riverland,South Australia,Other,6
2015 Q4,Riverland,South Australia,Other,5
2016 Q1,Riverland,South Australia,Other,6
2016 Q2,Riverland,South Australia,Other,2
2016 Q3,Riverland,South Australia,Other,5
2016 Q4,Riverland,South Australia,Other,5
2017 Q1,Riverland,South Australia,Other,0
2017 Q2,Riverland,South Australia,Other,1
2017 Q3,Riverland,South Australia,Other,10
2017 Q4,Riverland,South Australia,Other,1
1998 Q1,Riverland,South Australia,Visiting,14
1998 Q2,Riverland,South Australia,Visiting,31
1998 Q3,Riverland,South Australia,Visiting,19
1998 Q4,Riverland,South Australia,Visiting,20
1999 Q1,Riverland,South Australia,Visiting,34
1999 Q2,Riverland,South Australia,Visiting,16
1999 Q3,Riverland,South Australia,Visiting,34
1999 Q4,Riverland,South Australia,Visiting,17
2000 Q1,Riverland,South Australia,Visiting,34
2000 Q2,Riverland,South Australia,Visiting,21
2000 Q3,Riverland,South Australia,Visiting,32
2000 Q4,Riverland,South Australia,Visiting,23
2001 Q1,Riverland,South Australia,Visiting,38
2001 Q2,Riverland,South Australia,Visiting,23
2001 Q3,Riverland,South Australia,Visiting,18
2001 Q4,Riverland,South Australia,Visiting,21
2002 Q1,Riverland,South Australia,Visiting,26
2002 Q2,Riverland,South Australia,Visiting,9
2002 Q3,Riverland,South Australia,Visiting,27
2002 Q4,Riverland,South Australia,Visiting,22
2003 Q1,Riverland,South Australia,Visiting,22
2003 Q2,Riverland,South Australia,Visiting,29
2003 Q3,Riverland,South Australia,Visiting,27
2003 Q4,Riverland,South Australia,Visiting,24
2004 Q1,Riverland,South Australia,Visiting,26
2004 Q2,Riverland,South Australia,Visiting,38
2004 Q3,Riverland,South Australia,Visiting,44
2004 Q4,Riverland,South Australia,Visiting,39
2005 Q1,Riverland,South Australia,Visiting,34
2005 Q2,Riverland,South Australia,Visiting,13
2005 Q3,Riverland,South Australia,Visiting,22
2005 Q4,Riverland,South Australia,Visiting,19
2006 Q1,Riverland,South Australia,Visiting,15
2006 Q2,Riverland,South Australia,Visiting,23
2006 Q3,Riverland,South Australia,Visiting,21
2006 Q4,Riverland,South Australia,Visiting,25
2007 Q1,Riverland,South Australia,Visiting,24
2007 Q2,Riverland,South Australia,Visiting,39
2007 Q3,Riverland,South Australia,Visiting,21
2007 Q4,Riverland,South Australia,Visiting,24
2008 Q1,Riverland,South Australia,Visiting,18
2008 Q2,Riverland,South Australia,Visiting,25
2008 Q3,Riverland,South Australia,Visiting,17
2008 Q4,Riverland,South Australia,Visiting,37
2009 Q1,Riverland,South Australia,Visiting,20
2009 Q2,Riverland,South Australia,Visiting,20
2009 Q3,Riverland,South Australia,Visiting,37
2009 Q4,Riverland,South Australia,Visiting,13
2010 Q1,Riverland,South Australia,Visiting,27
2010 Q2,Riverland,South Australia,Visiting,16
2010 Q3,Riverland,South Australia,Visiting,14
2010 Q4,Riverland,South Australia,Visiting,15
2011 Q1,Riverland,South Australia,Visiting,23
2011 Q2,Riverland,South Australia,Visiting,19
2011 Q3,Riverland,South Australia,Visiting,24
2011 Q4,Riverland,South Australia,Visiting,26
2012 Q1,Riverland,South Australia,Visiting,11
2012 Q2,Riverland,South Australia,Visiting,17
2012 Q3,Riverland,South Australia,Visiting,11
2012 Q4,Riverland,South Australia,Visiting,10
2013 Q1,Riverland,South Australia,Visiting,29
2013 Q2,Riverland,South Australia,Visiting,34
2013 Q3,Riverland,South Australia,Visiting,14
2013 Q4,Riverland,South Australia,Visiting,27
2014 Q1,Riverland,South Australia,Visiting,10
2014 Q2,Riverland,South Australia,Visiting,23
2014 Q3,Riverland,South Australia,Visiting,14
2014 Q4,Riverland,South Australia,Visiting,19
2015 Q1,Riverland,South Australia,Visiting,19
2015 Q2,Riverland,South Australia,Visiting,11
2015 Q3,Riverland,South Australia,Visiting,9
2015 Q4,Riverland,South Australia,Visiting,25
2016 Q1,Riverland,South Australia,Visiting,16
2016 Q2,Riverland,South Australia,Visiting,16
2016 Q3,Riverland,South Australia,Visiting,16
2016 Q4,Riverland,South Australia,Visiting,19
2017 Q1,Riverland,South Australia,Visiting,18
2017 Q2,Riverland,South Australia,Visiting,53
2017 Q3,Riverland,South Australia,Visiting,14
2017 Q4,Riverland,South Australia,Visiting,35
1998 Q1,Snowy Mountains,New South Wales,Business,16
1998 Q2,Snowy Mountains,New South Wales,Business,20
1998 Q3,Snowy Mountains,New South Wales,Business,36
1998 Q4,Snowy Mountains,New South Wales,Business,9
1999 Q1,Snowy Mountains,New South Wales,Business,21
1999 Q2,Snowy Mountains,New South Wales,Business,33
1999 Q3,Snowy Mountains,New South Wales,Business,22
1999 Q4,Snowy Mountains,New South Wales,Business,8
2000 Q1,Snowy Mountains,New South Wales,Business,20
2000 Q2,Snowy Mountains,New South Wales,Business,15
2000 Q3,Snowy Mountains,New South Wales,Business,26
2000 Q4,Snowy Mountains,New South Wales,Business,15
2001 Q1,Snowy Mountains,New South Wales,Business,6
2001 Q2,Snowy Mountains,New South Wales,Business,14
2001 Q3,Snowy Mountains,New South Wales,Business,11
2001 Q4,Snowy Mountains,New South Wales,Business,9
2002 Q1,Snowy Mountains,New South Wales,Business,20
2002 Q2,Snowy Mountains,New South Wales,Business,5
2002 Q3,Snowy Mountains,New South Wales,Business,70
2002 Q4,Snowy Mountains,New South Wales,Business,23
2003 Q1,Snowy Mountains,New South Wales,Business,13
2003 Q2,Snowy Mountains,New South Wales,Business,13
2003 Q3,Snowy Mountains,New South Wales,Business,16
2003 Q4,Snowy Mountains,New South Wales,Business,18
2004 Q1,Snowy Mountains,New South Wales,Business,10
2004 Q2,Snowy Mountains,New South Wales,Business,7
2004 Q3,Snowy Mountains,New South Wales,Business,11
2004 Q4,Snowy Mountains,New South Wales,Business,25
2005 Q1,Snowy Mountains,New South Wales,Business,20
2005 Q2,Snowy Mountains,New South Wales,Business,9
2005 Q3,Snowy Mountains,New South Wales,Business,35
2005 Q4,Snowy Mountains,New South Wales,Business,9
2006 Q1,Snowy Mountains,New South Wales,Business,16
2006 Q2,Snowy Mountains,New South Wales,Business,21
2006 Q3,Snowy Mountains,New South Wales,Business,11
2006 Q4,Snowy Mountains,New South Wales,Business,15
2007 Q1,Snowy Mountains,New South Wales,Business,16
2007 Q2,Snowy Mountains,New South Wales,Business,12
2007 Q3,Snowy Mountains,New South Wales,Business,17
2007 Q4,Snowy Mountains,New South Wales,Business,10
2008 Q1,Snowy Mountains,New South Wales,Business,10
2008 Q2,Snowy Mountains,New South Wales,Business,24
2008 Q3,Snowy Mountains,New South Wales,Business,15
